x-axis,2
second,Volt
-50.00000E-03,-24.12060E-03
-49.95000E-03,-30.15075E-03
-49.90000E-03,-40.20100E-03
-49.85000E-03,-28.14070E-03
-49.80000E-03,-16.08040E-03
-49.75000E-03,+16.08040E-03
-49.70000E-03,+8.04020E-03
-49.65000E-03,+22.11055E-03
-49.60000E-03,-16.08040E-03
-49.55000E-03,-2.01005E-03
-49.50000E-03,-12.06030E-03
-49.45000E-03,-30.15075E-03
-49.40000E-03,-32.16080E-03
-49.35000E-03,-26.13065E-03
-49.30000E-03,+0.0E+00
-49.25000E-03,-24.12060E-03
-49.20000E-03,+56.28141E-03
-49.15000E-03,-52.26131E-03
-49.10000E-03,+12.06030E-03
-49.05000E-03,-20.10050E-03
-49.00000E-03,+48.24121E-03
-48.95000E-03,+28.14070E-03
-48.90000E-03,-24.12060E-03
-48.85000E-03,-36.18090E-03
-48.80000E-03,-32.16080E-03
-48.75000E-03,-22.11055E-03
-48.70000E-03,-16.08040E-03
-48.65000E-03,-16.08040E-03
-48.60000E-03,+16.08040E-03
-48.55000E-03,-20.10050E-03
-48.50000E-03,-12.06030E-03
-48.45000E-03,-36.18090E-03
-48.40000E-03,-16.08040E-03
-48.35000E-03,+8.04020E-03
-48.30000E-03,-44.22111E-03
-48.25000E-03,-42.21105E-03
-48.20000E-03,+16.08040E-03
-48.15000E-03,-48.24121E-03
-48.10000E-03,-24.12060E-03
-48.05000E-03,-44.22111E-03
-48.00000E-03,-24.12060E-03
-47.95000E-03,-30.15075E-03
-47.90000E-03,-32.16080E-03
-47.85000E-03,-20.10050E-03
-47.80000E-03,+24.12060E-03
-47.75000E-03,-26.13065E-03
-47.70000E-03,+12.06030E-03
-47.65000E-03,-22.11055E-03
-47.60000E-03,-32.16080E-03
-47.55000E-03,-28.14070E-03
-47.50000E-03,-16.08040E-03
-47.45000E-03,-34.17085E-03
-47.40000E-03,+8.04020E-03
-47.35000E-03,-40.20100E-03
-47.30000E-03,-28.14070E-03
-47.25000E-03,-14.07035E-03
-47.20000E-03,-16.08040E-03
-47.15000E-03,-64.32161E-03
-47.10000E-03,-24.12060E-03
-47.05000E-03,-72.36181E-03
-47.00000E-03,+24.12060E-03
-46.95000E-03,-4.02010E-03
-46.90000E-03,+8.04020E-03
-46.85000E-03,+8.04020E-03
-46.80000E-03,-72.36181E-03
-46.75000E-03,-42.21105E-03
-46.70000E-03,-40.20100E-03
-46.65000E-03,-32.16080E-03
-46.60000E-03,-48.24121E-03
-46.55000E-03,-6.03015E-03
-46.50000E-03,-24.12060E-03
-46.45000E-03,-16.08040E-03
-46.40000E-03,-8.04020E-03
-46.35000E-03,-28.14070E-03
-46.30000E-03,-28.14070E-03
-46.25000E-03,-72.36181E-03
-46.20000E-03,-40.20100E-03
-46.15000E-03,+10.05025E-03
-46.10000E-03,-76.38191E-03
-46.05000E-03,-38.19095E-03
-46.00000E-03,-16.08040E-03
-45.95000E-03,-20.10050E-03
-45.90000E-03,-80.40201E-03
-45.85000E-03,-28.14070E-03
-45.80000E-03,-32.16080E-03
-45.75000E-03,-4.02010E-03
-45.70000E-03,-16.08040E-03
-45.65000E-03,-62.31156E-03
-45.60000E-03,-24.12060E-03
-45.55000E-03,-4.02010E-03
-45.50000E-03,-24.12060E-03
-45.45000E-03,-56.28141E-03
-45.40000E-03,-16.08040E-03
-45.35000E-03,-58.29146E-03
-45.30000E-03,-36.18090E-03
-45.25000E-03,-32.16080E-03
-45.20000E-03,-8.04020E-03
-45.15000E-03,-30.15075E-03
-45.10000E-03,-24.12060E-03
-45.05000E-03,-78.39196E-03
-45.00000E-03,-24.12060E-03
-44.95000E-03,-12.06030E-03
-44.90000E-03,-20.10050E-03
-44.85000E-03,-16.08040E-03
-44.80000E-03,-32.16080E-03
-44.75000E-03,-4.02010E-03
-44.70000E-03,-28.14070E-03
-44.65000E-03,-20.10050E-03
-44.60000E-03,-24.12060E-03
-44.55000E-03,-16.08040E-03
-44.50000E-03,-4.02010E-03
-44.45000E-03,-14.07035E-03
-44.40000E-03,-104.52261E-03
-44.35000E-03,-16.08040E-03
-44.30000E-03,-72.36181E-03
-44.25000E-03,-0.0E+00
-44.20000E-03,-112.56281E-03
-44.15000E-03,-22.11055E-03
-44.10000E-03,-24.12060E-03
-44.05000E-03,-38.19095E-03
-44.00000E-03,-24.12060E-03
-43.95000E-03,-48.24121E-03
-43.90000E-03,-8.04020E-03
-43.85000E-03,-28.14070E-03
-43.80000E-03,-40.20100E-03
-43.75000E-03,-26.13065E-03
-43.70000E-03,-20.10050E-03
-43.65000E-03,-34.17085E-03
-43.60000E-03,-16.08040E-03
-43.55000E-03,-36.18090E-03
-43.50000E-03,-24.12060E-03
-43.45000E-03,-22.11055E-03
-43.40000E-03,+16.08040E-03
-43.35000E-03,-54.27136E-03
-43.30000E-03,-4.02010E-03
-43.25000E-03,-8.04020E-03
